URL,Title,Summary,Published,Image
https://www.nieuwsblad.be/cnt/dmf20230309_96130408,"Voor spaarders goed nieuws, maar sommigen zijn maandsalaris extra kwijt: de voor- en nadelen van stijgende rente","<p>De rente is in tien jaar niet zo hoog geweest. Dat biedt kansen voor spaarders, beleggers en investeerders. Voor de schatkist betekent het minder goed nieuws. </p>","Thu, 09 Mar 2023 18:01:27 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/96638ad4-551f-4269-91c4-ea21b49ff8b8.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_96797738,Colruyt verhoogt lonen bij OKay Compact,"<p>Terwijl Delhaize deze week aankondigde dat het zijn winkels in eigen beheer wil verzelfstandigen en dus onderbrengen bij een goedkoper paritair comité, doet Colruyt Group net het omgekeerde voor de stadswinkelketen OKay Compact. Dat schrijft De Tijd, en wordt bevestigd door woordvoerster Hanne Poppe. Colruyt houdt tegelijk een pleidooi voor een vereenvoudiging van de paritaire comités in de sector. “Momenteel zijn er maar liefst vijf”, klinkt het.</p>","Thu, 09 Mar 2023 19:50:15 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/cc1944f3-baac-4bdf-8131-9d169d2c5421.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_95852719,Melkveehouder wordt directeur bij Rabobank,"<p>De Nederlandse Rabobank benoemt een melkveehouder tot directeur Food &amp; Agri Nederland, de afdeling van de bank die zich richt op bijvoorbeeld kredieten voor boeren. Volgens de bank is zijn kennis en netwerk “juist nu van belang, nu deze sector voor grote uitdagingen staat en wij als financier onze klanten willen helpen bij de transitie naar een duurzame toekomst”.</p>","Thu, 09 Mar 2023 17:13:39 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/577fa4db-2785-4098-be80-b6ca9c20b122.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_95747980,"Minister van Werk Dermagne vraagt Delhaize-directie om andere pistes te onderzoeken: “Kiezen we voor maatschappij met arbeidswetten uit negentiende eeuw, inclusief kinderarbeid?”","<p>Minister van Werk Pierre-Yves Dermagne (PS) is bereid een sociaal bemiddelaar aan te stellen bij Delhaize, nadat de warenhuisketen eerder deze week bekendmaakte dat hij zijn winkels wil verzelfstandigen. Mocht het tot die franchisering komen, dan wil de minister dat het management met echte beloftes komt over werkzekerheid en over de loon- en arbeidsvoorwaarden voor het personeel.</p>","Thu, 09 Mar 2023 16:45:47 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/c73245f1-fc0a-46cf-9e3b-d717513cb87b.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_95505046,‘Yeezy’-sneaker van Kanye West is “collector’s item” nadat Adidas samenwerking stopzette,"<p>Sinds Adidas de samenwerking met rapper Kanye West heeft stopgezet na diens antisemitische uitlatingen, lijkt zijn Yeezy-collectie nog meer in trek. Volgens de Amerikaanse schoenenketen Impossible Kicks is de verkoop de jongste maanden met 30 procent gestegen. De keten heeft het over “een collector’s item”.</p>","Thu, 09 Mar 2023 16:13:42 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/2abf1751-3103-425a-9a07-b60d164f2605.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_95384536,"Meer mensen vroeger met pensioen, maar Belg wel langer aan het werk",<p>De voorbije jaren is de leeftijd waarop werknemers op wettelijk pensioen gaan gedaald. Tegelijk blijft de Belg langer aan het werk. Dat blijkt uit een pensioenrapport opgesteld door de sociale partners.</p>,"Thu, 09 Mar 2023 15:54:49 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/39081e01-6433-414e-8d35-473773c926a3.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_94744798,KBC breidt dienstverlening aan huis uit naar heel Vlaanderen,<p>KBC breidt zijn experiment met dienstverlening aan huis na een test in West-Vlaanderen verder uit naar gans Vlaanderen. Dat meldt de bank-verzekeraar. De dienst blijft voorlopig gratis.</p>,"Thu, 09 Mar 2023 14:09:47 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/06/ee301f5a-1c1e-44dc-bbf0-affa99f70f15.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_94737736,Bank JPMorgan sleept vroeger directielid voor rechter wegens banden met Epstein,<p>De Amerikaanse zakenbank JPMorgan Chase heeft ex-directielid Jeff Staley voor de rechter gedaagd wegens zijn banden met zedendelinquent Jeffrey Epstein. Dat schrijven onder andere CNN en de Financial Times.</p>,"Thu, 09 Mar 2023 14:07:40 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/c98f5351-0682-439c-89ca-9a1a10454de8.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_94381387,“Schuldeisers Inno-moeder Galeria moeten miljardenbedrag kwijtschelden”,"<p>De schuldeisers van de Duitse warenhuisketen Galeria Karstadt Kaufhof, moedermaatschappij van het Belgische Inno, zullen in het nieuwe reorganisatieplan voor meer dan een miljard euro schulden moeten kwijtschelden. Dat schrijft het zakenblad ‘Wirtschaftswoche’ donderdag, dat het plan kon inkijken. Op 27 maart wordt er gestemd.</p>","Thu, 09 Mar 2023 13:03:26 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/02/27/b56e828d-242e-4220-9263-69461936af66.jpg
https://www.nieuwsblad.be/cnt/dmf20230309_94293664,Ook bij Argenta gaat printer voor rekeninguittreksels op pensioen in de kantoren,<p>Vanaf 28 april kunnen de klanten van Argenta hun rekeninguittreksels niet langer afdrukken in de kantoren. De bank schaft de rekeninguittrekselprinters af. Vele banken gingen Argenta al vooraf met de stopzetting van het afdrukken aan de automaat in de kantoren.</p>,"Thu, 09 Mar 2023 12:44:03 +0100",https://static.nieuwsblad.be/Assets/Images_Upload/2023/03/09/01d22706-90e2-4c54-86fa-a720fc01dcb6.jpg
